generation,gen_avg_vp,gen_best_vp,alltime_best_vp,sigma,elapsed_s
1,6.2750,8.6900,8.6900,0.094757,111
2,6.0192,7.4200,8.6900,0.088805,222
3,6.8567,9.8200,9.8200,0.083953,333
